v1,v2,language,source
ham,వారు ధరకు అంగీకరిస్తే నేను వారికి చెల్లించగలనని ఖచ్చితంగా తెలియకపోతే నేను ప్రజలతో మాట్లాడటం కొనసాగించలేను.కాబట్టి మీరు నిజంగా ఏమి కొనాలనుకుంటున్నారో మరియు మీరు ఎంత చెల్లించడానికి సిద్ధంగా ఉన్నారో pls నాకు చెప్పండి,Telugu,Google
spam,"మీ రింగ్‌టోన్ ఆర్డర్‌కు ధన్యవాదాలు, సూచన T91.మీకు వారానికి GBP 4 వసూలు చేయబడుతుంది.09057039994 న కస్టమర్ సేవలను పిలవడం ద్వారా మీరు ఎప్పుడైనా చందాను తొలగించవచ్చు",Telugu,Google
ham,మీరు నన్ను చూడగలిగారు..మీరు ఎదుర్కొంటున్నట్లు నేను గుర్తించలేదు. :),Telugu,Google
ham,నూతన సంవత్సరాలలో లిండ్సేలో చాలా విషయాలు జరగడం లేదు * నిట్టూర్పు * పిటిబోలో కొన్ని బార్‌లు మరియు బ్లూ హెరాన్ ఏదో ఉంది,Telugu,Google
ham,రిను తీసుకువస్తే నా పాయసం అక్కడ ఉంచండి,Telugu,Google
ham,రంజిత్ సర్ నన్ను పిలిచాడని నేను నేర్పించాను.కాబట్టి నేను మాత్రమే SMS.BECAUS ప్రాజెక్ట్ గురించి ధృవీకరించడం.ప్రాబు ఈ రోజు చెప్పారు కాబట్టి PA మాత్రమే నన్ను తప్పు చేయవద్దు ..,Telugu,Google
ham,"అందుకే మీరు తిరిగి ఆందోళన చెందుతున్నారని నేను ess హిస్తున్నాను.శరీరం మరమ్మతులు చేసే మార్గం ఉందని మీరు తెలుసుకోవాలి.మరియు మీరు ఆందోళన చెందవద్దని నాకు ఖచ్చితంగా తెలుసు.మేము నెమ్మదిగా తీసుకుంటాము.మొదట పరీక్షలు, మీ అండోత్సర్గము ఆపై విశ్రాంతి తీసుకున్నప్పుడు వారు మార్గనిర్దేశం చేస్తారు.మీరు చెప్పిన ఏదీ ఆందోళన చెందడానికి ఒక కారణం కాదు, కానీ i.ll మిమ్మల్ని అనుసరిస్తూ ఉండండి.",Telugu,Google
ham,"అవును ఖచ్చితంగా, నా వాలెట్‌ను గుర్తించడానికి నాకు రెండు నిమిషాలు ఇవ్వండి",Telugu,Google
ham,హే వదిలేయండి.పెద్ద విషయం కాదు :-) జాగ్రత్త వహించండి.,Telugu,Google
ham,హే నేను ఆలస్యంగా ఉంటాను ఆహ్ ... 945+ వద్ద మిమ్మల్ని కలవండి,Telugu,Google
spam,"డబుల్ నిమిషాలు మరియు TXT లు 4 6 నెలలు నారింజ రంగులో ఉచిత బ్లూటూత్.సోనీ, నోకియా మోటరోలా ఫోన్‌లలో లభిస్తుంది.08000839402 లో మొబైల్అప్డి 8 కు కాల్ చేయండి లేదా కాల్ 2 ఓప్టౌట్/ఎన్ 9 డిఎక్స్",Telugu,Google
ham,కస్టమర్ ప్లేస్ నేను మిమ్మల్ని పిలుస్తాను.,Telugu,Google
ham,MM ఆ సమయంలో మీరు సరదాగా ఇష్టపడరు,Telugu,Google
spam,4mths సగం ధర ఆరెంజ్ లైన్ అద్దె & తాజా కెమెరా ఫోన్లు 4 ఉచితం.మీ ఫోన్ 11 వాలు ఉన్నాయా?ఇప్పుడే నవీకరించడానికి 08000938767 న మొబైల్స్ డైరెక్ట్ ఉచితంగా కాల్ చేయండి!or2stoptxt,Telugu,Google
ham,హహ్ చాలా ఆలస్యం ... విందు కోసం?,Telugu,Google
ham,హే కాబట్టి ఈ శని మేము పరిచయ పైలేట్స్ కోసం మాత్రమే వెళ్తున్నామా?లేదా కిక్‌బాక్సింగ్ కూడా?,Telugu,Google
ham,ఉదయం మాత్రమే నేను సరే.,Telugu,Google
ham,"అవును నేను అలా అనుకుంటున్నాను.నేను ఆఫీసులో ఉన్నాను కాని నా ఒడి గదిలో ఉంది, గత కొన్ని రోజులుగా నేను అనుకుంటున్నాను.నేను దానిని మూసివేయలేదు",Telugu,Google
ham,మీరు 7.30ish ను తీసుకోవాలా?ఏ సమయం మరియు అది జరుగుతోంది?,Telugu,Google
ham,పనితీరు అవార్డు ప్రతి రెండు నెలలకు లెక్కించిన తరువాత ఇక్కడ నుండి. ప్రస్తుత ఒక నెల కాలానికి కాదు ..,Telugu,Google
ham,వాస్తవానికి నిద్రపోతున్నాడు మరియు మీరు తిరిగి పిలిచినప్పుడు ఇంకా ఉండవచ్చు.కాబట్టి ఒక వచనం GR8.మీరు రాక్ సిస్.నేను మేల్కొనే వచనాన్ని మీకు పంపుతాను.,Telugu,Google
ham,"మీరు ఎల్లప్పుడూ మీ వ్యాపారాన్ని అక్కడే ఉంచుతారు.మీరు మీ గాడిద చిత్రాలను ఫేస్‌బుక్‌లో ఉంచారు.నేను కలుసుకున్న అత్యంత బహిరంగ వ్యక్తులలో మీరు ఒకరు.మీ గది యొక్క చిత్రం మీకు బాధ కలిగిస్తుందని నేను ఎందుకు అనుకుంటున్నాను, మీరు ఉల్లంఘించినట్లు అనిపిస్తుంది.",Telugu,Google
ham,"గుడ్ ఈవినింగ్ సర్, అల్ సలాం వాహ్లీఖం. సంతోషకరమైన వార్తలను షేర్ చేయడం. దేవుని దయతో, నాకు టేసయర్, టిస్సో నుండి ఒక ఆఫర్ వచ్చింది మరియు నేను చేరాను. మీరు బాగానే ఉన్నారని.",Telugu,Google
ham,హమ్మయ్య ... కె ... కానీ నేను ఫీల్డ్‌ను త్వరగా మార్చాలనుకుంటున్నాను డా :-) నేను సిస్టమ్ అడ్మినిస్ట్రేటర్ లేదా నెట్‌వర్క్ అడ్మినిస్ట్రేటర్ పొందాలనుకుంటున్నాను ..,Telugu,Google
